게임,문제,정답,제보자
꽁꽁,진주만이 위치하고 있는 남태평양의 섬은 OOO이다.,하와이,
꽁꽁,진취적 기상을 기르기 위해 선조들이 가장 중요시 여겼던 덕목은 무엇인가?,호연지기,
꽁꽁,진흙이나 숯불에 빠진 것 같은 고통을 OOOO(塗炭之苦)라 한다.,도탄지고,
꽁꽁,질량이 너무 커서 인력이 커지고 빛을 포함한 주변의 모든 것을 빨아들이는 '검은 구멍'이라고도 하는 천체는?,블랙홀,
꽁꽁,질병에 관한 문제이다. 구루병의 발병원인이 되는 것은?,영양장애,
꽁꽁,질병이나 오염 세균 등으로부터 차단된 깨끗한 환경을 원하는 미래인들이 이상으로 삼는 세계를 OOOOO라 한다.,퓨어토피아,
꽁꽁,질서정연하여 조금도 어지러움이 없는 상태를 가리키는 말은?,일사불란,
꽁꽁,질시하여 내쫓고 물리쳐 내침을 뜻하는 성어? 질축배척,嫉逐排斥,
꽁꽁,짐 캐리가 주연한 영화 <미 마이셀프 앤드 아이린>을 연출한 형제 감독은?,패럴리 형제,
꽁꽁,"짐승의 뒷다리와 사람의 팔, 염소의 귀와 뿔을 가진 그리스 신화에 나오는 괴물은?",판,
꽁꽁,집단사고의 기술로 참가자의 아이디어가 속출할 수 있도록 유도하는 것은?,브레인스토밍,
꽁꽁,집단사고의 기술이다. 참가자 자유연상에 의해 아이디어를 끌어내는 방법을 OOOOOO이라 한다.,브레인스토밍,
꽁꽁,집사성의 장을 무엇이라고 하는가?,시중,
꽁꽁,"집안에 가만히 앉아서도 원하는 각종 정보자료를 쉽게 찾아볼 수 있는 일종의 데이터베이스 서비스이다. TV나 컴퓨터 모니터를 단말기로 이용하고, 전화망을 통해 정보센터와 연결하여 화상정보를 제공하는 시스템을 OOOOO라 한다.",비디오텍스,
꽁꽁,집안이 가난해 먹을 것이 없다는 뜻의 사자성어는 OOOO(三旬九食)이다.,삼순구식,
꽁꽁,집은 집인데 살지 못하는 집은?,고집,
꽁꽁,집은 집인데 움직이는 집은?,가마,
꽁꽁,집을 등에다 업고 다니는 것은?,달팽이,
꽁꽁,집을 짓거나 옮긴 뒤 무당이 부르는 노래 또는 굿에서 유래한 우리민요는 무엇인가?,성주풀이,
꽁꽁,집이나 문을 뜻하는 호(戶)자에 날개를 뜻하는 우(羽)자를 합하여 이루어진 扇자는 무엇을 의미하는가?,부채,
꽁꽁,집이나 작은 사무실에서 인터넷과 같은 컴퓨터 통신망을 갖추고 높은 소득을 올리는 아이디어 사업을 OO라한다.,소호,
꽁꽁,집집마다 생활 형편이 부족함이 없이 넉넉하다는 것을 OOOO(家給人足)이라고한다.,가급인족,
꽁꽁,집집마다 한 집 한 집을 OOOO(家家戶戶)라고 한다.,가가호호,
꽁꽁,"집채만한 바위로는 못 죽이고, 손톱으로 죽일 수 있는 것은?",이,
꽁꽁,집행 중에 있는 자가 행실이 양호하여 개전의 정히 현저할 때 행정처분으로 석방하는 것을 OOO(이)라 한다.,가석방,
꽁꽁,징역 또는 금고형의 집행 중 행상이 양호하여 그 형기가 만료?,가석방,
꽁꽁,짚이나 장작의 한 묶음을 세는 단위는 O 이다.(1글자),단,
꽁꽁,짜고 특유한 맛이 있는 흑갈색의 장으로 메주로 만드는 이것은 OO이다.,간장,
꽁꽁,짜던 베의 날을 끊은 맹자 어머니의 면학에의 훈계를 OOOO,단기지계,
꽁꽁,짧고 규칙적으로 전파에너지 빛을 방출하는 천체를 무엇이라 하는가?,펄서.펄사,
꽁꽁,"짧은 생존 기간, 넓은 분포 지역, 많은 개체 수를 조건으로 하며, 지층의 시대를 알 수 있는 척도가 되는 화석을 OO화석이라 한다.",표준,
꽁꽁,"짧은 주둥이와 둥근 눈, 귀여운 외모로 사랑받는 작은 견종은 00이다?",시츄,
꽁꽁,"짱구네 반에 5명에 아이들이 있어요. 그 아이들의 이름은 짱일, 짱이, 짱삼, 짱사 다음에는 뭘까요?",짱구,
꽁꽁,쪽 진 머리가 풀어지지 않도록 꽂는 여자의 장신구의 명칭은 OO이다.,비녀,
꽁꽁,"쪽에서 나온 푸른 물감이 쪽보다 더 푸르다는 뜻으로, 제자가 스승보다 나음을 뜻하는 성어는?",청출어람,
꽁꽁,찌그러진 탁구공을 펴기위해 뜨거운 물속에 넣어 다시 부풀게 하는 것에 적용되는 법칙은?,샤를,
꽁꽁,찍을 부분의 오려내는 초보적인 기법을 OOO이다.,스텐실,
꽁꽁,"차라리 닭의 주둥이가 될지언정 소의 궁둥이는 되지 말라의 준말로, 큰 단체의 졸개? (계구우후",鷄口牛後,
꽁꽁,차마 눈뜨고는 볼 수 없는 참상을 뜻하는 사자성어는 OOOO(目不忍見)이다.,목불인견,
꽁꽁,車末의 독음은?,거말,
꽁꽁,車末의 독음은? (거말),거말,
꽁꽁,차선과 같은 노면을 표시하는데 사용되지 않는 색은?,빨간색,
꽁꽁,차세대 라틴 팝의 황제로 불리는 '리키 마틴'이 출생한 나라는?,푸에르 토리코,
꽁꽁,차액결제를 위한 자금은 필요없게 하여 무역의 활성화를 꾀하려는 무역방식은?,구상무역제,
꽁꽁,차이가 없고 엇비슷한 형세라는 뜻으로 伯仲之勢라고 쓰는 이 사자성어는 OOOO이다.,백중지세,
꽁꽁,"차이코프스키의 대표적인 작품으로는 비창, 'OO의 호수'등이 있다.",백조,
꽁꽁,"차이코프스키의 작품으로는 '백조의 호수', '호두까기 OO' 등이 있다.",인형,
꽁꽁,찬기파랑가는 신라 제 35대 경덕왕 때의 승려 충담사가 지은 십구체 향가이다 찬기파랑가는 신라의 화랑 OOO을 추모하여 지은 향가이다.,기파랑,
꽁꽁,찬동이나 환영의 뜻으로 크게 소리내어 떠들며 칭찬한다는 뜻이다. 예문) 공연이 마치자 여기저기서 박수 OO가 터져나왔다.,갈채,
꽁꽁,찬성하여 뜻을 같이한다는 것을 00이라고 한다.,찬동,
꽁꽁,찰리 채플린의 대표작 중 하나이다. 자본주의의 인간성 무시에 대한 격렬한 분노를 고발한 찰리 채플린의 대표작은 OOOOO이다.,모던타임스,
꽁꽁,찰리 채플린의 세 번째 아내였던 폴렛 고다드는 채플린과 이혼후 유명 작가인 이 사람과 재혼했다. 이 작가는 누구인가?,레마르크,
꽁꽁,찰흙을 재료로 사용하는 조소는?,소조,
꽁꽁,참기름은 무엇으로 만드는가?,깨,
꽁꽁,참된 불도 수행의 결과로 생긴다는 구슬 모양의 유골을 OO라고 한다.,사리,
꽁꽁,"참여시인 <풀>을 노래한 시인으로, <거대한 뿌리> <시여 침을 뱉어라> 등의 저서를 통해 한국시단에 중요한 공헌을 했던 시인은?",김수영,
꽁꽁,"참외밭과 오얏나무 아래라는 뜻으로 사람들로부터 의심을 받을 행동은 하지 말라는 뜻이다. While walking in a melon patch or umder a plum tree, don't do anything라는 뜻의 고사성어는 OOOO(瓜田李下)이다.",과전이하,
꽁꽁,"창과 방패, 무기, 전쟁이라는 뜻의 한자 干戈의 독음은 OO이다.",간과,
꽁꽁,창덕궁의 북동쪽에 위치하고 있는 대궐의 후원은 ○○이다.,비원,
꽁꽁,창성 지방에서 나는 크고 억센 소의 이름에서 나온 말로 고집세고 성질이 무뚝뚝한 사람을 비유하는 말은?,벽창호,
꽁꽁,창자가 없는 것 곧 게를 가리키는 것으로 주로 기력이 없는 사람을 뜻하는 사자성어는 OOOO이다.,무장공자,
꽁꽁,"창조에 앞서서 모든것, 생물의 근원을 품고 있는 원초의 대양이며 몇몇 문헌에서는 '신의 아버지'라고도 일컫고 있는 것은 무엇인가?",눈,
꽁꽁,"창조자'라는 뜻이며, 하늘의 절대적 지배자인 태양에게 주어진 이름으로, 고왕국 시대 이후 국왕들로부터 가장 숭배받았던 신은? 라",Ra,
꽁꽁,"찾길바래','나나나',등으로 인기를 얻은 유승준의 데뷔곡은 OO이다.",가위,
꽁꽁,채권금융기관이 부실한 거래기업의 재무구조을 개선시켜 경쟁력을 높이는 구조조정 작업을 가리키는 말은?,워크아웃,
꽁꽁,채소성분에 관한 문제이다 마늘의 맵고 독특한 향기를 내는 물질은 무엇인가?,알리신,
꽁꽁,채시라와 결혼한 가수는 OOO이다.,김태욱,
꽁꽁,"책을 읽고 난 후의 느낌을 적은 것이다. 책을 읽고 난 뒤의 느낌, 또는 그 느낌을 적은 글을 OOO이라 한다.?",독후감,
꽁꽁,"책을 읽는 데에는 눈으로 보고, 입으로 읽고, 마음으로 깨우쳐야 한다는 뜻의 성어는?",독서삼도,
꽁꽁,처가에서 데리고 사는 사위의 명칭은?,데릴사위,
꽁꽁,"처용의 가면을 쓰고 다섯 빛깔의 옷을 입은 무인들이 추는 것이며 음악은 수리천, 관악세 등이 쓰이는 춤은 OOO이다.",처용무,
꽁꽁,처음 되어있는 메이크업을 OOO 메이크업 이라고 한다,디폴트,
꽁꽁,처음 붕어빵은 일본의 OOOO이다.,다이야끼,
꽁꽁,처음부터 끝까지 투철함. 처음부터 끝까지 철저함을 뜻하는 성어는?,철두철미,
꽁꽁,"처음에는 검정옷을 입고 있다가 다음에는 붉은 옷, 그다음에는 흰옷을 입고 있는것은?",연탄,
꽁꽁,처음에는 사채로 발행되어 일정한 조건에 도달했을 때에는 언제든지 주식으로 전화시킬 수 있는 사채는?,CB,
꽁꽁,처음엔 그럴 듯하다가 종말이 흐지부지한 것을 일컫는 용어는?,용두사미,
꽁꽁,처지나 경우를 바꾸어 생각함을 이르는 말은?,역지사지,
꽁꽁,처지를 바꾸어서 생각한다는 뜻으로 易地思之라고 쓰는 이 사자성어는 OOOO이다.,역지사지,
꽁꽁,척추동물의 적혈구 속에 다량으로 들어 있는 색소단백질이다 혈액의 성분 중 산소와 결합하는 능력이 있어 생체 내에서 산소를 운반하는 역할을 하는 것은 OOOOO이다.,헤모글로빈,
꽁꽁,척추동물의 핵이 붉은 색을 띠는 것은 적혈구 속에 이것을 함유하고 있기 때문인데 여기서 이것이란 무엇인가?,헤모글로빈,
꽁꽁,"천 년에 한 번 만날 정도로, 좀처럼 만나기 어려운 절호의 기회를 뜻하는 성어는? 천재일우",千載一遇,
꽁꽁,천(千)의 순 우리말은 OO이다.,즈믄,
꽁꽁,천구의 북극에 가장 가까운 북극성이 속한 별자리의 이름은 무엇인가?,작은곰자리,
꽁꽁,"천녀의 옷은 솔기 따위의 인공의 흔적이 없음, 즉 시나 문장의 흐름이 자연스러움을 비유하는 말은 OOOO(天依無縫)이다.",천의무봉,
꽁꽁,천둥벌거숭이란 원래 천둥이 치는데도 두려운 줄 모르고 이리저리 날아 다닌다는 OOO를 가리키던 말이다.,잠자리,
꽁꽁,천려와 오잔을 관장하는 여신으로서 질병의 신을 취체하는 임무를 띤 괴수(怪獸)와 같은 모습을 지닌 여신은?,서왕모,
꽁꽁,"천문과학에 관한 문제이다 [문제] 우주는 폭발적으로 팽창해 오늘에 이르렀다는 이론으로, 진화우주론이라고도 하는 OO 우주론이다.",빅뱅,
꽁꽁,천문관측에서 되도록 똑같은 시계를 얻기 위해 사용된다 런던의 천문대를 지나는 본초자오선에 바탕을 둔 세계시를 OOOO 표준시라 한다.,그리니치,
꽁꽁,"천문학에서 태양계 내의 천체 등의 거리를 측정하는 단위로, 태양과 지구의 평균거리를 나타내는 단위는?",au,
꽁꽁,"천상에 사는 활의 명인으로서, 아홉개의 태양을 활로 쏘아 떨어뜨렸다고 전해지는 신은?",후예,
꽁꽁,천상의 여신이며 후예의 아내였으나 추방?,항아,
꽁꽁,천에 물이 저절로 스며드는 것이나 뿌리에서 흡수된 수분이 식물 전체에 퍼지는 현상을 OOO현상이라 한다.,모세관,
꽁꽁,"천연 동물성 향료로서 무스크라고 하며, 중국 티벳등의 높은 산지에서 사는 <00노루>의 <00선(腺)>을 건조시켜 얻는 분비물은?",사향,
꽁꽁,천연 마약인 코카인은 코카나무의 어느 부분에서 추출해 내는가?,잎,
꽁꽁,천연가스를 정제해서 얻은 메탄을 주성분으로 하는 가스를 냉각시켜 액화한 것은 OOOO가스이다.,액화천연,
꽁꽁,천연기년물53호이며 우수한 두뇌를 가졌다고 평가되는 이 개의 이름은?,진돗개,
꽁꽁,천을 실로 홀쳐 방염한 후 염료에 담그는 염색 방법을 무엇이라 하는가?,홀치기염,
꽁꽁,천일야화라고 불리는 <아라비안나이트>는 몇 일 동안의 이야기인가?,1001일,
꽁꽁,"천지를 움직여 휘두르는 힘과 바람 번개 구름 안개를 부르는 능력이 있었으며, 포악한 성격으로 동(銅)의 머리와 철(鐵)의 이마를 가진 신은?",치우,
꽁꽁,천지에 가득 찬 맑은 기운을 뜻하는 사자성어는 OOOO(乾坤靑氣)이다.,건곤청기,
꽁꽁,천천히 그러나 더 훌륭하게 일하는 사람의 약칭이다. 현대생활의 속도를 늦춰 물질보다는 마음을 출세보다는 자녀를 중시하는 삶을 지향하는 사람을 OOO족이라 한다.,슬로비,
꽁꽁,"천천히, 더디게'라는 뜻의 순우리말은?",날호여,
꽁꽁,천통-인안-대흥-건흥은 어떤 나라의 연호인가?,발해,
꽁꽁,철강 표면에 알루미늄(Al)을 침투시킨 표면경화법을 OOOOO이라 한다?,칼로라이징,
꽁꽁,철과 아연(Zn)을 접촉시켜 양자의 친화력으로 내식성이 좋은 표면층을 만드는 방법을 OOOOO이라 한다?,세라다이징,
꽁꽁,철도의 명칭이다. [문제] 남북 간 장관급 서울회담에서 연결하기로 합의한 철도는 OO선이다.,경의,
꽁꽁,"철로 만든것, 대나무, 나무 젓가락 끝을 깎아서 만든 것도 있는 이것은 O이다. (1글자)",펜,
꽁꽁,철원이 위치한 곳은 OOO이다.,강원도,
꽁꽁,"철의 여인'이라 불리웠으며, 1987년 총선에서도 승리해 세 번 연임 기록을 세우기도 한 이 사람은 마가렛 OO이다.",대처,
꽁꽁,철의 장막이란 구소련을 지칭한 용어이다. 그럼 죽(竹)의 장막은 어느 나라를 가리키는가?,중국,
꽁꽁,철의 장막이란 말을 처음으로 사용한 사람은?,처 칠,
꽁꽁,"철인 3종은 수영, 사이클, 마라돈이다. 그럼 올림픽 근대 5종에 속하지 않는 종목은?",사이클,
꽁꽁,철인3종 경기에서 가장 먼저 겨루는 종목은 무엇인가?,사이클,
꽁꽁,철학에 관한 문제이다 '사람은 본래 이기적이고 악한 것이 그 본성'이라며 성악설을 주장한 사람은?,순자,
꽁꽁,철학에 관한 문제이다 사람으로서 마땅히 행하거나 지켜야 할 도리나 규범을 무엇이라 하는가?,윤리,
꽁꽁,철학에 관한 문제이다. 날아가는 화살은 움직이지 않는다. 왜냐하면 그 화살은 순간마다 멈추어져 있고 시간은 순간의 연속이기 때문이다라고 주장하는 사람들은?,소피스트,
꽁꽁,철학에 관한 문제이다. 다른 사람과 싸워서 이기는 승리보다는 자기 자신과 싸워서 이기는 승리가 가장 위대하다고 갈파한 사람은?,석가,
꽁꽁,철학에서 '코페르니쿠스적 전환'이라는 용어는 어느 철학자의 세계관과 관련되어 있는가?,칸트,
꽁꽁,철학의 하나이다 [문제] 인간을 본위로 삼기보다 다른 것과 교환요소로 파악하는 것을 00주의라 한다.,구조,
꽁꽁,"철학의 하나이다 [문제] 철학의 임무를 과학과 지식의 개념, 명제의 의미를 밝히는데 있다고 보는 것은 OO철학이다.",분석,
꽁꽁,"철학자 베이컨의 사상이다. [문제] 개개인의 특수한 성질과 습성, 성격, 환경에서 나오는 개인적인 편견을 OO의 우상이라 한다.",동굴,
꽁꽁,"첨단 기술이다. 초고온, 극저온, 초고압, 초청정분야 등 첨단산업기술을 00기술이라 한다?",극한,
꽁꽁,첨성대를 쌓은 돌의 수는 모두 몇개인가?,365개,
꽁꽁,"첫 번째 유령, 7살 소년, 친구와 카우보이 놀이 도중 이마에 화살을 맞고 즉사한 이 유령의 이름은 OO이다.",소년,
꽁꽁,"청각이 저하 또는 상실된 상태를 말한다 소음이 심한 직장에서 오래 근무한 사람이나, 고막이 찢어진 사람, 노인에게 나타나는 질환은OO이다.",난청,
꽁꽁,청국장은 0으로 만들엇다.,콩,
꽁꽁,청나라 말기 반 세기 동안 중국을 지배하였던 여성입니다. 정치적 야망에 불타있었으며…,서태후,
꽁꽁,청나라가 패하여 난징 조약으로 홍콩을 영국에게 빼앗긴 이 전쟁은 'OO전쟁'이다.,아편,
꽁꽁,청나라와 여러 외국간에 맺은 조약의 총칭이다 중국이 그리스도교를 처음으로 공인하게 된 조약은 00 조약이다.,톈진,
꽁꽁,청나라와의 모든 조약 파기 관제개혁 과거제 폐지 세제 개혁 사회계급 타파 노비 해방 등의 개혁이 이루어진 것은 갑오 00이다.,답: 경장,
꽁꽁,청년의 체조란 저서를 남긴 독일의 교육가이자 근대 체육의 아버지는 누구인가?,구츠무츠,
꽁꽁,청동기 시대에 청동제품을 만드는 기구를 무엇이라고 하는가?,거푸집,
꽁꽁,청동기 시대의 비파형 동검은 철기 시대에 이르러 한국식 동검인 무엇으로 바뀌었는가?,세형동검,
꽁꽁,청록파 시인 중 기독교적 성향을 가장 많이 보였던 작가는?,박두진,
꽁꽁,"청록파 시인은 박두진, OOO, 조지훈을 말한다.",박목월,
꽁꽁,청소년 라디오 프로그램 <별이 빛나는 밤에>의 DJ를 한 적이 없는 연예인은?,배철수,
꽁꽁,청소년 통행금지지역을 말하는 용어이다 윤락가 등 청소년 유해업소가 밀집한 지역에 지방자치단체장이 설정한 청소년 통행금지지역을 00 존이?,레드,
꽁꽁,청소년기 때 나타나는 부모의 간섭이나 보호에서 벗어나려는 심리적 현상을 무엇이라 하는가?,심리적 이유기,
꽁꽁,청소년기의 특징을 나타내는 말과 주장한 인물이 잘못 연결된 것은?,심리적 이유기 -샤롯데,
꽁꽁,청소년은 스타를 따라한다 자신이 닮고 싶은 대상을 모방하려는 심리나 현상을 OOO(WANNABE)현상이라 한다,워너비,
꽁꽁,청소년을 보호하기 위해 만들어진 지역이다. 청소년 통행금지구역을 OO존이라 한다.,레드,
꽁꽁,청소년의 250미터에서 500미터의 안전지대?,블루,
꽁꽁,청소년의 건전한 야외활동을 위해 싼 값으로 잠자리를 제공하는 숙박시설로 이용되는 것은?,유스호스텔,
꽁꽁,청소년의 잠자리를 싼값으로 제공하는 숙박시설?,유스호스텔,
꽁꽁,"청소년이 안전하게 활동 할 수 있는 안전지대를 말한다. 킥오프, 페이스오프, 티오프, 점프볼, 플레이볼 등은 경기의 무엇을 알리는 말인가?",시작,
꽁꽁,청소년이 안전하게 활동할수 있는 안전지대를 말한다 청소년들이 안전하게 활동할수 있는 안전지대로 반경 200~500m정도로 지정된 곳을 00존이라 부른다 .,블루,
꽁꽁,"청어과의 바닷물고기로, 옆으로 납작하여 밴댕이와 비슷하나 더 크며, 썩어도 이것 이라 할만큼 맛이 좋기로 유명한 생선은?",준치,
꽁꽁,"청의 무역에서 적자를 본 영국이 일으킨 전쟁이며, 난징조약 체결로 이 전쟁은 끝납니다. 중국의 근대화를 이끌어 낸 이 전쟁은 무엇일까요?",아편전쟁,
꽁꽁,청정수역이라고도 하고 바다의 환경오염 방지를 위해 만들어진 것은 무엇일까?,블루벨트,
꽁꽁,청해진을 중심으로 무역활동을 벌여해상왕이라는 별명을 가진사람은 누구일까요?,장보고,
꽁꽁,"체감온도는 현재 온도와 이 수치를 이용해서 구하는데, 이 수치는?",풍속,
꽁꽁,체내 합성되는 아미노산은?,아스파라긴,
꽁꽁,체내에 세균을 보유하고 있는 사람을 일컫는다 외견상으로나 자신이 느끼기에는 아무런 증세가 나타나지 않았지만 병원체를 체내에 보유하고 있는 사람을 OOO라고 한다.?,보균자,
꽁꽁,체내에서 만든 뒤 다른 개체와의 통신의 수단으로 몸밖으로 아주 조금씩 분비하는 것을 무엇이라 하는가?,페로몬,
꽁꽁,체내에서 합성되는 아미노산은?,아스파라긴산,
꽁꽁,체내의 세포가 자율성을 가지고 과잉으로 발육한 것 또는 그 상태를 말한다. 개체의 전체성과는 관계없이 발육하는 것으로서 본래는 모든 종기를 뜻하는 말은 00이다 .,종양,
꽁꽁,체력의 요소 중 운동을 오래 계속할 수 있는 능력과 관계된 것으로 주로 호흡.순환기와 관련이 있는 것은?,심폐지구력,
꽁꽁,체력측정에 관한 문제이다 윗몸 앞으로 굽히기를 하여 손끝이 내려간 거리를 측정했다면 체력의 어떤 면을 측정하기 위한 것인가?,유연성,
꽁꽁,체온계의 눈금은 몇도까지 있을까?(숫자만) (숫자2자리),42,
꽁꽁,체조 선수들이 사용하는 하얀 가루는?,탄산마그네슘,
꽁꽁,체조종목에서 보조자없이 진행이 가능한종목은?,마루운동,
꽁꽁,체중이 225KG인 어머니와 저능아 동생이 있는 한 가정의 이야기로 레오나르도 디카프리오가 저능아 역을 연기한 이 영화는 'OOO 그레이프'이다.,길버트,
꽁꽁,첼로를 연주하는 사람은 OOOO라 한다.,첼리스트,
꽁꽁,"초기 국가들 중에서 흰 옷을 즐겨 입었으며, 순장의 풍습이 있었던 나라의 제천 행사는?",영고,
꽁꽁,초기버전을 만든 후 완성되기 직전의 단계의 테스트 버전을 가리켜OO 버전이라 한다.,베타,
꽁꽁,초기의 크리스트 교인들이 박해를 피해 묘지에서 예배를 들었는데 이 묘지를 OOO이라고 한다.,카타콤,
꽁꽁,초대 황제는 주원장이며 수도는 베이징이었고 황제 중심의 전제 정치가 완성된 중국의 나라는 'O나라'이다.(1글자),명,
꽁꽁,"초등학교 음악 시간에 주로 사용한다 입으로 불어서 연주하는 건반악기로, 건반의 개수가 적고 가벼워 휴대할 수 있는 이 악기는 OOOO이다.",멜로디언,
꽁꽁,초등학교에서 미술이나 영어 등과 같은 과목을 전문적으로 담당하는 교사를 일컫는 말은?,전담교사,
꽁꽁,초원에 살고 있는 포유동물 가운데 키가 가장 큰 동물은 무엇일까요?,기린,
꽁꽁,초유량 기업이 되기 위해 최고수준의 기업과 자사와의 차이를 구체화하고 모자라는 점을 메우는 것은?,벤치마킹,
꽁꽁,초음속 흐름이 갑자기 아음속 흐름으로 변하게 되는 경우 이 흐름속에서 발생되는 불연속면을 ㅇㅇㅇ(shockwave)라고 한다?,충격파,
꽁꽁,초이스커피 CF에서 탁월한 선택 을 하는 이영애의 광고 속 직업은?,디자이너,
꽁꽁,초정밀기술에 관한 문제이다 10억분의 1m의 가공정밀도를 갖는 제품을 만드는 기술을 00테크놀러지라고 한다,나노,
꽁꽁,초중고 학급의 자치 부서의 하나이다 초중고 학급의 자치 부서 중 하나로 교실환경을 책임지고 있는 부서는 OOO이다.,미화부,
꽁꽁,초창기 전원일기부터 지금까지 김회장(최불암)의 부인역할을 연기하고 있는 이 연기자는 OOO이다.,김혜자,
꽁꽁,초코파이 하면 떠오르는 단어는? 정,情,
꽁꽁,"초현실주의 운동의 전제가 되었던 미술사조로 반문명, 반합리적 예술운동은 OOOO이다.",다다이즘,
꽁꽁,초현실주의의 기본적인 시의 작법이다 이성에 의해 행해지는 일체의 감시를 받음이 없이 이루어지는 사고의 받아쓰기를 자동00법이라 한다,기술,
꽁꽁,총은 총인데 맞아도 죽지 않는 총은?,물총,
꽁꽁,최고의 교육기관으로 태조 7년에 현 명륜동 자리에 설립한 대학은 OOO이다.,성균관,
꽁꽁,"최고의 적설량과 오징어, 호박엿 등으로 유명한 우리나라의 섬은 어디인가?",을릉도,
꽁꽁,"최근 인터넷 등의 발달로 분,초 단위로 주식을 사고 팔아 순간 차익을 남기는 것은 00트레이딩이라 한다.",데이,
꽁꽁,최근 주식투자 붐을 타고 부를 축적한 신흥 부자들을 일컫는 말은?,스톡리치,
꽁꽁,"최근 한국 사회에서도 결혼을 기피하는 젊은이들에게 환영받는 생활방식으로, 한집에서 같이 사는 것을 00라고 한다.",동거,
꽁꽁,최근 혼외정사로 딸을 둔 사실이 알려져 파문을 일으키고 있는 사람은 제시 OO목사이다.,잭슨,
꽁꽁,"최근의 차세대 자동차의 동력원으로 각광 받고 있는 것으로서, 산소와 수소와의 반응으로 전기를 발생하는 전지를 무엇이라고 합니까?",연료전지,
꽁꽁,최연소 '사법고시 합격이라는 명예를 가진 변호사.그보다 정치계 거물의 사위로?,고승덕,
꽁꽁,"최진실, 김석훈, 설경구, 이미숙, 김윤진 주연의 이 영화는 OOOOO이다.",단적비연수,
꽁꽁,"최진실과 결혼한 야구선수 조성민 외 정민철, 정민태가 활동하는 일본 야구팀은 'OOOO 자이언츠'이다.",요미우리,
꽁꽁,최진실과 최민수가 부부로 출연한 영화는?,미스터 맘마,
꽁꽁,"최진실의 동생이기도 하며 대표작으로는 '반전', '영원'이 있는 이 가수의 이름은 OOO이다.",최진영,
꽁꽁,최초로 농사가 시작한 시기는 언제부터인가?,신석기,
꽁꽁,최초로 에이즈 문제를 주제로 하여 아카데미 상을 탄바 있으며 영화 제목은 미국의 도시 이름이기도 한 이 영화는 OOOOO이다.,필라델피아,
꽁꽁,최초로 우주비행에 성공한 사람은 누구인가?,가가린,
꽁꽁,최초로 인공위성을 만든 나라는?,러시아,
꽁꽁,최초에 관한 문제이다 우리나라 최초의 잡지는?,소년,
꽁꽁,최초에 관한 문제이다. 간도에 최초로 세워진 한국인의 학교는?,서전서숙,
꽁꽁,최초의 국립종합대학은 고려 00때 세워졌다.,성종,
꽁꽁,최초의 민족주의 가극을 만든 사람이다. 러시아 사람으로 1836년 가극 '황제에게 바친 생명'을 작곡한 사람은 OOO이다.,글린카,
꽁꽁,최초의 상용 브라우저는 1993년에 개발된 OOOO이다.,모자이크,
꽁꽁,"최초의 신문인 로마 시대의 악타 디우르나 를 제작, 배포를 지시한 로마의 왕은 누구일까?",줄리어스시저 혹은 율리어스시저 혹은 율리어스시져,
꽁꽁,최초의 에이즈 문제를 주제로 하여 아카데미 상을 탄바 있으며 영화 제목은 미국의 도시 이름이기도 한 이 영화는 OOOOO이다.,필라델피아 혹은 필라댈피아,
꽁꽁,최초의 증기기관차를 만든 나라는?,영국,
꽁꽁,최초의 한문소설인 '금오신화'의 지은이는 매월당 OOO이다.,김시습,
꽁꽁,최충이 세운 문헌공도에서 비롯된 것으로 고려 시대 유명한 사학들을 무엇이라고 하는가?,12도,
꽁꽁,최충헌이 만든 것으로 고려시대 최씨정권 시기 정치 권력을 행사하던 특수정치기구는?,교정도감,
꽁꽁,"최후의 만찬', '모나리자' 등을 그린 레오나르도 다빈치의 국적은 OOOO이다.",이탈리아,
꽁꽁,"최후의 심판'이라는 그림 작품과 '모세', '다비드 상' 등을 조각한 이 사람은 OOOOO이다.",미켈란젤로,
꽁꽁,추리방법에 관한 문제이다 `사람은 죽는다/철수는 사람이다/그러므로 철수는 죽는다` 에서 사용된 논증법은?,연역법,
꽁꽁,추리방법에 관한 문제이다. 보편적 법칙 또는 일반적 원리로부터 특수한 법칙이나 개별적 원리를 끌어내는 추리 방법을 무엇이라 하는가?,연역법,
꽁꽁,추리소설 작가 아더 코난도일이 만들어낸 명탐정의 이름은 무엇인가?,셜록홈즈,
꽁꽁,"추상미술의 하나이다 팝아트에 대한 반동적 성격으로 탄생한 추상미술로, 기하학적 형태를 이용한 시각적 착각을 다루는 것은 OOO이다.",옵아트,
꽁꽁,추상화의 대표적 화가로 직선적인 선과 노랑 빨강 파랑등의 단색을 사용하여 무늬를 만든 화가는?,몬드리안,
꽁꽁,추석 전날 옹기종기 둘러앉아 빚는 떡을 ○○이라 한다.,송편,
꽁꽁,추석에 먹는 대표적 음식은?,송편,
꽁꽁,"추석에 주로 먹는 우리나라의 고유의 떡으로, 반달 모양으로 빛어 솔잎을 깔고 찐 것은 무엇인가?",송편,
꽁꽁,"추억', '라 스파뇨라', '라 팔로마', '하바네라' 등은 유럽에 위치하고 있는 OOO의 민요이다.",스페인,
꽁꽁,추운 기후이며 지하자원이 풍부하고 1867년 미국이 러시아로부터 720만 달러에 사들인 이곳은 OOOO이다.,알래스카 혹은 알라스카,
꽁꽁,추위는 남자가 더 탈까요? 아니면 여자가 더 탈까요?,남자,
